"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.4555647,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.8851313,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.50503,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.469165,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.324383,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.447178,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,5.706134,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.657991,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.173716,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,11.93899,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,10.39154,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.887352,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.779105,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.234919,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.972369,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.636656,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.7974482,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.5512173,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3026496,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.625107,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.021391,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,5.109061,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,7.250494,,
"HUN","Hungary","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.448765,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.8,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.1,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.1,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.7,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.3,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.8,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.6,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.4,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.6,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.4,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.1,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.7,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.7,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.7,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.7,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.4,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2,,
"EA19","Euro area (19 countries)","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.3,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.879282,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,0.5996106,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.776467,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,0.5655746,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.36839,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.070094,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.597318,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.020337,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-3.418234,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.282866,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.159489,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.33733,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.1507751,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.869436,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.145881,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.9146855,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.93134,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.211969,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.66011,,
"FIN","Finland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.5694816,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.43705,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.594747,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.403585,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.187933,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.154487,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,13.49383,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,18.26262,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.05753126,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.2896264,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.449147,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.313369,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.309265,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.2707196,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.262942,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.069591,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.590045,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.5769475,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.914095,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.395751,,
"LVA","Latvia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.237273,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.904481,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.931746,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.829956,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.636831,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.371201,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.361577,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.367156,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.427912,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.8682732,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.559381,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.567325,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.64607,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.5589989,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.7674997,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.529141,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.816057,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.211259,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.401928,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.726579,,
"LUX","Luxembourg","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.8959835,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.215685,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.629466,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.428003,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.081742,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.692522,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.388567,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.91314,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.8917823,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.59884,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.645956,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.349851,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.349259,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.134368,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.224392,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.4894842,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.5370236,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.032429,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.078123,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.669969,,
"G-7","G7","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.470598,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,17.39384,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,8.164466,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.424472,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.688553,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.956535,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,9.995976,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,15.64184,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,9.363023,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.201602,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.091029,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.160456,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.647363,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.997824,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.974811,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,11.64967,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.834301,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.14826,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.549488,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.388361,,
"ZAF","South Africa","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,6.098331,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.212616,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,-2.638,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.070243,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,-2.586958,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.980736,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,-1.083148,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,15.96804,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,17.53156,,
"ISL","Iceland","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.235382,,
